"language","frequency","word","translation"
"Finnish",362,"viime","last"
"Finnish",363,"kanssasi","with you"
"Finnish",364,"osaa","part of the"
"Finnish",365,"muista","other"
"Finnish",366,"jotta","so that"
"Finnish",367,"jumala","god"
"Finnish",368,"minkä","the"
"Finnish",369,"alkaa","start"
"Finnish",370,"voinko","I can"
"Finnish",371,"pysy","Permanent"
"Finnish",372,"haluaisin","I would like to"
"Finnish",373,"sai","received"
"Finnish",374,"oikea","right"
"Finnish",375,"ymmärrä","understand"
"Finnish",376,"tarpeeksi","enough"
"Finnish",377,"teit","you did"
"Finnish",378,"ihmisiä","people"
"Finnish",379,"iso","big"
"Finnish",380,"kiltti","nice"
"Finnish",381,"jotakin","something"
"Finnish",382,"yli","over"
"Finnish",383,"oliko","whether"
"Finnish",384,"kaunis","beautiful"
"Finnish",385,"tarkoitan","I mean"
"Finnish",386,"vittu","fuck"
"Finnish",387,"tulossa","coming"
"Finnish",388,"tullut","become"
"Finnish",389,"dollaria","dollars"
"Finnish",390,"hitto","bugger"
"Finnish",391,"voisin","I could"
"Finnish",392,"teemme","we do"
"Finnish",393,"isäni","my father"
"Finnish",394,"tahansa","any time"
"Finnish",395,"tein","I did"
"Finnish",396,"rahat","money"
"Finnish",397,"kohta","point"
"Finnish",398,"tarkoittaa","mean"
"Finnish",399,"halusin","I wanted to"
"Finnish",400,"asiaa","issue"
"Finnish",401,"puhu","talk"
"Finnish",402,"riittää","suffice"
"Finnish",403,"otan","I"
"Finnish",404,"minuun","me"
"Finnish",405,"hyvältä","good"
"Finnish",406,"nimi","name"
"Finnish",407,"menossa","going to"
"Finnish",408,"saanko","I get"
"Finnish",409,"pikku","little"
"Finnish",410,"heille","them"
"Finnish",411,"yritän","I try to"
"Finnish",412,"tänä","this"
"Finnish",413,"kunnes","until"
"Finnish",414,"haloo","hello"
"Finnish",415,"a","a"
"Finnish",416,"asti","until"
"Finnish",417,"kyse","about"
"Finnish",418,"soittaa","call"
"Finnish",419,"nuo","those"
"Finnish",420,"menkää","go"
"Finnish",421,"neljä","four"
"Finnish",422,"sanoo","says"
"Finnish",423,"läpi","through"
"Finnish",424,"helvetti","hell"
"Finnish",425,"vauhtia","momentum"
"Finnish",426,"luulet","do you think"
"Finnish",427,"kello","clock"
"Finnish",428,"pojat","boys"
"Finnish",429,"hullu","crazy"
"Finnish",430,"melkein","almost"
"Finnish",431,"muuten","otherwise"
"Finnish",432,"näytä","show"
"Finnish",433,"silti","still"
"Finnish",434,"ymmärrän","I see"
"Finnish",435,"katsokaa","just look at the"
"Finnish",436,"mukana","with"
"Finnish",437,"kanssani","with"
"Finnish",438,"kerron","I will tell"
"Finnish",439,"täysin","fully"
"Finnish",440,"ettet","you do not"
"Finnish",441,"poliisi","police"
"Finnish",442,"sama","same"
"Finnish",443,"jossa","where"
"Finnish",444,"asioita","things"
"Finnish",445,"yötä","Nights"
"Finnish",446,"miltä","from"
"Finnish",447,"ensimmäinen","first"
"Finnish",448,"vitun","fucking"
"Finnish",449,"näytät","you look"
"Finnish",450,"jack","Jack"
"Finnish",451,"poissa","out"
"Finnish",452,"näen","I see"
"Finnish",453,"mukava","nice"
"Finnish",454,"luuletko","do you think"
"Finnish",455,"tarkoitat","mean"
"Finnish",456,"tulin","I came to"
"Finnish",457,"isäsi","father"
"Finnish",458,"toivottavasti","hopefully"
"Finnish",459,"kuullut","heard"
"Finnish",460,"kuoli","died in"
"Finnish",461,"tunnen","I feel"
"Finnish",462,"olisit","you would have"
"Finnish",463,"olkaa","please"
"Finnish",464,"sieltä","from there"
"Finnish",465,"hieno","fine"
"Finnish",466,"john","john"
"Finnish",467,"töitä","work"
"Finnish",468,"vuoden","year"
"Finnish",469,"kapteeni","captain"
"Finnish",470,"vasta","only"
"Finnish",471,"minuuttia","minutes"
"Finnish",472,"jokin","one"
"Finnish",473,"oikeasti","for real"
"Finnish",474,"yrittää","try"
"Finnish",475,"voitte","you can"
"Finnish",476,"hauska","funny"
"Finnish",477,"löytää","find"
"Finnish",478,"puhut","you're talking about"
"Finnish",479,"sä","YOU"
"Finnish",480,"uskoa","believe"
"Finnish",481,"tunne","feeling"
"Finnish",482,"hyvät","good"
"Finnish",483,"suoraan","directly"
"Finnish",484,"varten","for"
"Finnish",485,"siltä","in"
"Finnish",486,"new","New"
"Finnish",487,"auta","help"
"Finnish",488,"pysty","upright"
"Finnish",489,"kuulin","I heard"
"Finnish",490,"niistä","of the"
"Finnish",491,"valmiina","ready"
"Finnish",492,"ainakin","at least"
"Finnish",493,"tiennyt","did not know"
"Finnish",494,"sellaista","a"
"Finnish",495,"huomenta","good morning"
"Finnish",496,"käyttää","use"
"Finnish",497,"jätä","leave"
"Finnish",498,"maailman","World"
"Finnish",499,"kuule","listen"
"Finnish",500,"tapa","way"
"Finnish",501,"sait","you got"
"Finnish",502,"viitsi","come on"
"Finnish",503,"unohda","forget"
"Finnish",504,"kanssaan","with them"
"Finnish",505,"muut","other"
"Finnish",506,"liikaa","over-"
"Finnish",507,"kotona","at home"
"Finnish",508,"tehdään","made"
"Finnish",509,"terve","healthy"
"Finnish",510,"meistä","About Us"
"Finnish",511,"yhtään","any"
"Finnish",512,"mieltä","view"
"Finnish",513,"kuitenkin","however"
"Finnish",514,"pakko","force"
"Finnish",515,"päivän","Day"
"Finnish",516,"maksaa","pay"
"Finnish",517,"kaikkea","everything"
"Finnish",518,"tervetuloa","welcome"
"Finnish",519,"auto","car"
"Finnish",520,"kuulostaa","sound"
"Finnish",521,"mikset","why do not you"
"Finnish",522,"kuulla","hear"
"Finnish",523,"jopa","even"
"Finnish",524,"ystäväni","my friend"
"Finnish",525,"onnea","good luck"
"Finnish",526,"näe","see"
"Finnish",527,"päivänä","day of"
"Finnish",528,"halunnut","wanted"
"Finnish",529,"rauhoitu","take it easy"
"Finnish",530,"suuri","large"
"Finnish",531,"sanon","I say"
"Finnish",532,"parasta","the best"
"Finnish",533,"samaa","the same"
"Finnish",534,"lähdetään","let's go"
"Finnish",535,"yritä","try"
"Finnish",536,"kiva","nice"
"Finnish",537,"muistatko","do you remember"
"Finnish",538,"soita","Call"
"Finnish",539,"tietysti","of course"
"Finnish",540,"miestä","man"
"Finnish",541,"paitsi","except"
"Finnish",542,"asiat","things"
"Finnish",543,"mr","Mr."
"Finnish",544,"välitä","do not care"
"Finnish",545,"aikaan","at the time of"
"Finnish",546,"toisen","the second"
"Finnish",547,"miehet","men"
"Finnish",548,"asian","the"
"Finnish",549,"annan","I"
"Finnish",550,"kovin","very"
"Finnish",551,"palaa","burn"
"Finnish",552,"sehän","that's"
"Finnish",553,"työtä","work"
"Finnish",554,"vuoksi","because of"
"Finnish",555,"sille","the"
"Finnish",556,"elää","live"
"Finnish",557,"aion","I'm going to"
"Finnish",558,"äitisi","mother"
"Finnish",559,"tulevat","will"
"Finnish",560,"tapahtunut","occurred"
"Finnish",561,"erittäin","very"
"Finnish",562,"tarvitsemme","we need"
"Finnish",563,"naiset","ladies"
"Finnish",564,"eilen","yesterday"
"Finnish",565,"paskiainen","son of a bitch"
"Finnish",566,"monta","many"
"Finnish",567,"viimeinen","last"
"Finnish",568,"uuden","new"
"Finnish",569,"ovi","door"
"Finnish",570,"voitko","if you can"
"Finnish",571,"ok","ok"
"Finnish",572,"sanonut","said"
"Finnish",573,"lapset","children"
"Finnish",574,"tiesin","I knew"
"Finnish",575,"menemme","we go"
"Finnish",576,"ensi","next"
"Finnish",577,"hetkinen","wait a minute"
"Finnish",578,"iltana","night"
"Finnish",579,"jättää","leave"
"Finnish",580,"jolla","whereby"
"Finnish",581,"ai","al"
"Finnish",582,"aio","going to"
"Finnish",583,"osa","part"
"Finnish",584,"niiden","their"
"Finnish",585,"olimme","we were"
"Finnish",586,"teistä","you"
"Finnish",587,"vaivaa","effort"
"Finnish",588,"avaa","open"
"Finnish",589,"tarvitsee","needs"
"Finnish",590,"kertoi","told"
"Finnish",591,"uudestaan","re-"
"Finnish",592,"olemaan","to be"
"Finnish",593,"sinuun","you"
"Finnish",594,"päälle","on"
"Finnish",595,"toki","do"
"Finnish",596,"tietenkin","of course"
"Finnish",597,"tavalla","way"
"Finnish",598,"jää","ice"
"Finnish",599,"tuntia","hours"
"Finnish",600,"kertonut","told"
"Finnish",601,"oikeastaan","really"
"Finnish",602,"soitan","I'm calling"
"Finnish",603,"helvettiä","hell"
"Finnish",604,"laita","side"
"Finnish",605,"uskon","I believe"
"Finnish",606,"ase","gun"
"Finnish",607,"eli","or"
"Finnish",608,"saamme","we have"
"Finnish",609,"sanot","say"
"Finnish",610,"minulta","me"
"Finnish",611,"lähellä","close"
"Finnish",612,"tulet","you will"
"Finnish",613,"ongelmia","problems"
"Finnish",614,"nimeni","my name"
"Finnish",615,"antakaa","please"
"Finnish",616,"herrat","Gentlemen"
"Finnish",617,"menet","go to"
"Finnish",618,"hätänä","wrong"
"Finnish",619,"heillä","they"
"Finnish",620,"äitini","my mother"
"Finnish",621,"ongelma","problem"
"Finnish",622,"aiot","you are going to"
"Finnish",623,"pidät","you like"
"Finnish",624,"voisitko","will you please"
"Finnish",625,"ala","area"
"Finnish",626,"katsomaan","take a look at"
"Finnish",627,"ulkona","outdoors"
"Finnish",628,"lähde","source"
"Finnish",629,"poikani","my son"
"Finnish",630,"hätää","worry"
"Finnish",631,"viedä","export"
"Finnish",632,"haluavat","want to"
"Finnish",633,"tuossa","there"
"Finnish",634,"kaikkien","of all"
"Finnish",635,"löysin","I found"
"Finnish",636,"lapsi","child"
"Finnish",637,"sellainen","such"
"Finnish",638,"kuusi","six"
"Finnish",639,"takana","behind"
"Finnish",640,"oma","own"
"Finnish",641,"pääse","can not"
"Finnish",642,"muita","other"
"Finnish",643,"joita","whom"
"Finnish",644,"naimisiin","married"
"Finnish",645,"sopii","suitable for"
"Finnish",646,"jäädä","stay"
"Finnish",647,"naisen","woman"
"Finnish",648,"toivon","I hope"
"Finnish",649,"näetkö","do you see"
"Finnish",650,"mahtavaa","awesome"
"Finnish",651,"asiassa","Case"
"Finnish",652,"muka","supposedly"
"Finnish",653,"kysyä","ask"
"Finnish",654,"näitä","these"
"Finnish",655,"aamulla","in the morning"
"Finnish",656,"frank","frank"
"Finnish",657,"paha","bad"
"Finnish",658,"väliä","Any"
"Finnish",659,"paremmin","better"
"Finnish",660,"varo","watch out"
"Finnish",661,"helvetin","fucking"
"Finnish",662,"heistä","of them"
"Finnish",663,"odottakaa","wait"
"Finnish",664,"luo","luo"
"Finnish",665,"eri","different"
"Finnish",666,"hoitaa","treat"
"Finnish",667,"ihminen","man"
"Finnish",668,"haluatte","you want to"
"Finnish",669,"tarvitset","you need"
"Finnish",670,"lähden","I go"
"Finnish",671,"molemmat","both"
"Finnish",672,"tyyppi","type"
"Finnish",673,"sinulta","you"
"Finnish",674,"vuonna","in"
"Finnish",675,"ruokaa","food"
"Finnish",676,"vastaa","to"
"Finnish",677,"voisit","you could"
"Finnish",678,"kaikille","for all"
"Finnish",679,"istu","Sit"
"Finnish",680,"tytön","girl"
"Finnish",681,"huono","poor"
"Finnish",682,"sisällä","within"
"Finnish",683,"uudelleen","again"
"Finnish",684,"väärin","wrong"
"Finnish",685,"kuolla","die"
"Finnish",686,"kahden","two"
"Finnish",687,"nuori","young"
"Finnish",688,"hakemaan","pick"
"Finnish",689,"olekin","it not"
"Finnish",690,"s","s"
"Finnish",691,"homma","rigmarole"
"Finnish",692,"kultaseni","sweetheart"
"Finnish",693,"lopettaa","stop"
"Finnish",694,"tiedäthän","you know"
"Finnish",695,"ymmärrätkö","Do you understand"
"Finnish",696,"kävi","it became"
"Finnish",697,"antoi","on"
"Finnish",698,"seuraa","the"
"Finnish",699,"divxfinland","divx finland"
"Finnish",700,"etkä","and you do not"
"Finnish",701,"käydä","visit"
"Finnish",702,"tunnin","-hour"
"Finnish",703,"nimesi","Your Name"
"Finnish",704,"kestä","stand"
"Finnish",705,"tulit","you came"
"Finnish",706,"vaimoni","my wife"
"Finnish",707,"voivat","to"
"Finnish",708,"maan","the"
"Finnish",709,"elämä","life"
"Finnish",710,"vettä","water"
"Finnish",711,"kunhan","as long as the"
"Finnish",712,"kysymys","question"
"Finnish",713,"muistan","I remember"
"Finnish",714,"puhun","I'm talking about"
"Finnish",715,"voisimme","we could"
"Finnish",716,"olleet","been"
"Finnish",717,"teette","do"
"Finnish",718,"kymmenen","ten"
"Finnish",719,"lapsia","children"
"Finnish",720,"katsoa","look"
"Finnish",721,"jeesus","Jesus"
"Finnish",722,"jokainen","everyone"
"Finnish",723,"tehty","made"
"Finnish",724,"tekemään","to"
"Finnish",725,"sanotaan","is said to"
"Finnish",726,"syytä","be"
"Finnish",727,"tärkeää","important"
"Finnish",728,"täynnä","full"
"Finnish",729,"taitaa","I think"
"Finnish",730,"ollaan","are"
"Finnish",731,"tytöt","girls"
"Finnish",732,"hetken","Minute"
"Finnish",733,"tiedämme","we know"
"Finnish",734,"halusi","wanted"
"Finnish",735,"mukavaa","nice"
"Finnish",736,"puoli","half"
"Finnish",737,"kaverit","Friends"
"Finnish",738,"uutta","new"
"Finnish",739,"kusipää","cunt"
"Finnish",740,"sekä","together with"
"Finnish",741,"hyviä","good"
"Finnish",742,"sinäkin","you"
"Finnish",743,"samoin","likewise"
"Finnish",744,"voittaa","win"
"Finnish",745,"aikana","during"
"Finnish",746,"saatte","you will"
"Finnish",747,"tekevät","make"
"Finnish",748,"tuonne","there"
"Finnish",749,"saattaa","may"
"Finnish",750,"auton","Car"
"Finnish",751,"elämäni","my life"
"Finnish",752,"pitkä","long"
"Finnish",753,"onkin","it is"
"Finnish",754,"numero","number"
"Finnish",755,"elossa","alive"
"Finnish",756,"ottakaa","please"
"Finnish",757,"jumalan","God"
"Finnish",758,"tappoi","killed"
"Finnish",759,"päin","towards"
"Finnish",760,"kestää","take"
"Finnish",761,"auki","open"
"Finnish",762,"charlie","charlie"
"Finnish",763,"näet","see"
"Finnish",764,"kenen","whose"
"Finnish",765,"paskaa","shit"
"Finnish",766,"vaikea","difficult"
"Finnish",767,"toimii","works"
"Finnish",768,"etsin","viewfinder"
"Finnish",769,"lupaan","I promise"
"Finnish",770,"paskat","shit"
"Finnish",771,"näytän","I'll show"
"Finnish",772,"häneen","him"
"Finnish",773,"mun","my"
"Finnish",774,"hoidan","ll take care of"
"Finnish",775,"töissä","at work"
"Finnish",776,"kaikkia","all the"
"Finnish",777,"eihän","is it"
"Finnish",778,"toimi","action"
"Finnish",779,"paljonko","how much"
"Finnish",780,"joe","joe"
"Finnish",781,"uskomatonta","beyond belief"
"Finnish",782,"pelkää","Fear"
"Finnish",783,"onneksi","fortunately"
"Finnish",784,"ympäri","around"
"Finnish",785,"yritin","I tried to"
"Finnish",786,"ovatko","whether"
"Finnish",787,"kunnon","good"
"Finnish",788,"pomo","boss"
"Finnish",789,"muu","other"
"Finnish",790,"paikan","on"
"Finnish",791,"puolesta","on behalf of"
"Finnish",792,"t","t"
"Finnish",793,"maahan","down"
"Finnish",794,"joko","either"
"Finnish",795,"kenraali","general"
"Finnish",796,"ystäviä","friends"
"Finnish",797,"alla","below"
"Finnish",798,"nimensä","name"
"Finnish",799,"päällä","on"
"Finnish",800,"sinähän","After all, you"
"Finnish",801,"tapan","I'll kill"
"Finnish",802,"huolta","care"
"Finnish",803,"loppu","end"
"Finnish",804,"oman","oman"
"Finnish",805,"paikalla","Online"
"Finnish",806,"lähti","left"
"Finnish",807,"liikettä","movement"
"Finnish",808,"kaukana","far"
"Finnish",809,"haista","smell"
"Finnish",810,"seis","stop"
"Finnish",811,"taida","I think I"
"Finnish",812,"jatkaa","continue"
"Finnish",813,"tulisi","should be"
"Finnish",814,"muuttaa","change"
"Finnish",815,"eteenpäin","forward"
"Finnish",816,"matkalla","on the road"
"Finnish",817,"sam","sam"
"Finnish",818,"tapauksessa","case"
"Finnish",819,"rakas","love"
"Finnish",820,"mahdollista","possible"
"Finnish",821,"edessä","in front of"
"Finnish",822,"pitäkää","hold"
"Finnish",823,"iloinen","happy"
"Finnish",824,"verta","blood"
"Finnish",825,"puhuu","speaks"
"Finnish",826,"myöhässä","late"
"Finnish",827,"velkaa","indebted"
"Finnish",828,"töihin","to work"
"Finnish",829,"syö","eating"
"Finnish",830,"tehtävä","task"
"Finnish",831,"ihmisten","people"
"Finnish",832,"ajaa","drive"
"Finnish",833,"saimme","we"
"Finnish",834,"seuraava","next"
"Finnish",835,"tuskin","hardly"
"Finnish",836,"ikävä","tedious"
"Finnish",837,"mahtava","awesome"
"Finnish",838,"rakastaa","love"
"Finnish",839,"lähtee","leaves"
"Finnish",840,"jossain","somewhere"
"Finnish",841,"ystävä","friend"
"Finnish",842,"nouse","rise"
"Finnish",843,"olemassa","There are"
"Finnish",844,"michael","michael"
"Finnish",845,"maailma","world"
"Finnish",846,"häivy","get lost"
"Finnish",847,"tom","tom"
"Finnish",848,"kerta","time"
"Finnish",849,"luona","by"
"Finnish",850,"saisi","should"
"Finnish",851,"outoa","strange"
"Finnish",852,"luota","trust"
"Finnish",853,"kädet","hands"
"Finnish",854,"olenko","Am I"
"Finnish",855,"josta","which"
"Finnish",856,"tuosta","did"
"Finnish",857,"sentään","after all,"
"Finnish",858,"alkoi","started"
"Finnish",859,"onpa","assembly"
"Finnish",860,"kautta","through"
"Finnish",861,"ettekö","Do you"
"Finnish",862,"pyytää","request"
"Finnish",863,"käynyt","been"
"Finnish",864,"haluaisi","would like to"
"Finnish",865,"seitsemän","seven"
"Finnish",866,"tosiaan","indeed"
"Finnish",867,"yleensä","usually"
"Finnish",868,"jotkut","some"
"Finnish",869,"päässä","from"
"Finnish",870,"itseni","myself"
"Finnish",871,"helppoa","easy"
"Finnish",872,"niinpä","so"
"Finnish",873,"haluamme","we want to"
"Finnish",874,"muutaman","a few"
"Finnish",875,"palata","return"
"Finnish",876,"david","david"
"Finnish",877,"olkoon","be"
"Finnish",878,"jäljellä","left"
"Finnish",879,"syödä","eat"
"Finnish",880,"illalla","at night"
"Finnish",881,"yhteen","together"
"Finnish",882,"saavat","will"
"Finnish",883,"miksei","why not"
"Finnish",884,"todellakin","indeed"
"Finnish",885,"loppuun","out"
"Finnish",886,"idea","idea"
"Finnish",887,"itsensä","itself"
"Finnish",888,"miehiä","men"
"Finnish",889,"jatka","continue"
"Finnish",890,"häneltä","from her"
"Finnish",891,"aiemmin","previously"
"Finnish",892,"itsesi","yourself"
"Finnish",893,"vaikeaa","difficult"
"Finnish",894,"tilanne","situation"
"Finnish",895,"sisälle","inside"
"Finnish",896,"ajattele","just think"
"Finnish",897,"toista","the second"
"Finnish",898,"vien","the"
"Finnish",899,"haen","I'll get"
"Finnish",900,"kerroin","factor"
"Finnish",901,"yönä","Tonight"
"Finnish",902,"talo","house"
"Finnish",903,"itseäsi","yourself"
"Finnish",904,"ostaa","buy"
"Finnish",905,"miljoonaa","million"
"Finnish",906,"idiootti","idiot"
"Finnish",907,"mike","mike"
"Finnish",908,"kiitoksia","Thank you"
"Finnish",909,"pojan","son"
"Finnish",910,"sun","Sun"
"Finnish",911,"viikon","week"
"Finnish",912,"pääsi","he"
"Finnish",913,"kuolee","dies"
"Finnish",914,"alle","below"
"Finnish",915,"huoli","concern"
"Finnish",916,"odotan","I look forward to"
"Finnish",917,"laittaa","put"
"Finnish",918,"mennyt","gone"
"Finnish",919,"jutun","story"
"Finnish",920,"tyhmä","stupid"
"Finnish",921,"kohti","per"
"Finnish",922,"veljeni","my brother"
"Finnish",923,"rauhaan","peace"
"Finnish",924,"luottaa","trust"
"Finnish",925,"minähän","Minahan"
"Finnish",926,"näkemiin","goodbye"
"Finnish",927,"jimmy","jimmy"
"Finnish",928,"katsotaan","considered"
"Finnish",929,"aiotko","are you going to"
"Finnish",930,"pidätkö","do you like"
"Finnish",931,"kuukautta","months"
"Finnish",932,"alan","the"
"Finnish",933,"eräs","a"
"Finnish",934,"väärässä","wrong"
"Finnish",935,"koira","dog"
"Finnish",936,"luultavasti","probably"
"Finnish",937,"helvettiin","Hell"
"Finnish",938,"kuningas","king"
"Finnish",939,"turpa","chub"
"Finnish",940,"usein","often"
"Finnish",941,"george","george"
"Finnish",942,"presidentti","president"
"Finnish",943,"välillä","between"
"Finnish",944,"oie","oie"
"Finnish",945,"org","org"
"Finnish",946,"turvassa","safe"
"Finnish",947,"vaikuttaa","affect"
"Finnish",948,"vihaan","I hate"
"Finnish",949,"jutella","chat"
"Finnish",950,"the","the"
"Finnish",951,"käytä","use"
"Finnish",952,"kysy","asked"
"Finnish",953,"talon","house"
"Finnish",954,"kahvia","coffee"
"Finnish",955,"hae","Search"
"Finnish",956,"ammu","shoot"
"Finnish",957,"onnellinen","happy"
"Finnish",958,"naimisissa","married"
"Finnish",959,"kuulu","part of"
"Finnish",960,"pitkään","long"
"Finnish",961,"puolella","on the side of"
"Finnish",962,"kuulemma","reportedly"
"Finnish",963,"ymmärtää","understand"
"Finnish",964,"haittaa","harm"
"Finnish",965,"etsi","search"
"Finnish",966,"muutama","a few"
"Finnish",967,"pysykää","stick to your"
"Finnish",968,"kahdeksan","eight"
"Finnish",969,"kaikesta","of all"
"Finnish",970,"auttakaa","please help"
"Finnish",971,"samalla","at the same time"
"Finnish",972,"mitäs","what's"
"Finnish",973,"kuluttua","after"
"Finnish",974,"sairas","sick"
"Finnish",975,"pää","head"
"Finnish",976,"pelastaa","save"
"Finnish",977,"kunnolla","properly"
"Finnish",978,"syy","cause"
"Finnish",979,"katson","I"
"Finnish",980,"harry","harry"
"Finnish",981,"vuotias","years old"
"Finnish",982,"äkkiä","suddenly"
"Finnish",983,"veli","brother"
"Finnish",984,"taidan","I think I'll"
"Finnish",985,"lopettakaa","Stop"
"Finnish",986,"painu","fuck"
"Finnish",987,"sattuu","happens"
"Finnish",988,"täydellinen","complete"
"Finnish",989,"pysyä","stay"
"Finnish",990,"viikolla","during the week"
"Finnish",991,"nukkumaan","to sleep"
"Finnish",992,"paul","paul"
"Finnish",993,"minuutin","minutes"
"Finnish",994,"lähtien","since"
"Finnish",995,"viikkoa","weeks"
"Finnish",996,"mestari","master"
"Finnish",997,"rauhallisesti","quietly"
"Finnish",998,"ajatus","idea"
"Finnish",999,"ketä","who"
"Finnish",1000,"selvää","clear"
"French",1,"je","I"
"French",2,"de","of"
"French",3,"est","is"
"French",4,"pas","not"
"French",5,"le","the"
"French",6,"vous","you"
"French",7,"la","the"
"French",8,"tu","you"
"French",9,"que","that"
"French",10,"un","a"
"French",11,"il","it"
"French",12,"et","and"
"French",13,"à","with"
"French",14,"a","has"
"French",15,"ne","only"
"French",16,"les","the"
"French",17,"ce","this"
"French",18,"en","in"
"French",19,"on","on"
"French",20,"ça","that"
"French",21,"une","one"
"French",22,"ai","have"
"French",23,"pour","of"
"French",24,"des","of"
"French",25,"moi","me"
"French",26,"qui","which"
"French",27,"nous","we"
"French",28,"y","there"
"French",29,"mais","but"
"French",30,"me","me"
"French",31,"dans","in"
"French",32,"du","the"
"French",33,"bien","well"
"French",34,"elle","she"
"French",35,"si","if"
"French",36,"tout","while"
"French",37,"plus","more"
"French",38,"non","not"
"French",39,"mon","my"
"French",40,"suis","am"
"French",41,"te","you"
"French",42,"au","to"
"French",43,"avec","with"
"French",44,"va","will"
"French",45,"oui","yes"
"French",46,"toi","you"
"French",47,"fait","fact"
"French",48,"ils","they"
"French",49,"as","have"
"French",50,"être","be"
"French",51,"faire","to"
"French",52,"se","to"
"French",53,"comme","such as"
"French",54,"était","was"
"French",55,"sur","about"
"French",56,"quoi","what"
"French",57,"ici","here"
"French",58,"sais","know"
"French",59,"lui","him"
"French",60,"veux","want"
"French",61,"ma","my"
"French",62,"là","there"
"French",63,"rien","nothing"
"French",64,"dit","said"
"French",65,"es","es"
"French",66,"où","where"
"French",67,"votre","your"
"French",68,"pourquoi","why"
"French",69,"sont","are"
"French",70,"cette","this"
"French",71,"quand","when"
"French",72,"par","by"
"French",73,"son","its"
"French",74,"ton","your"
"French",75,"peux","can"
"French",76,"vais","will"
"French",77,"dire","say"
"French",78,"alors","then"
"French",79,"comment","how"
"French",80,"avez","have"
"French",81,"bon","good"
"French",82,"ou","or"
"French",83,"très","highly"
"French",84,"merci","thank you"
"French",85,"ont","have"
"French",86,"même","same"
"French",87,"jamais","never"
"French",88,"aussi","also"
"French",89,"voir","watch"
"French",90,"chose","thing"
"French",91,"allez","will"
"French",92,"tous","every"
"French",93,"deux","two"
"French",94,"ces","these"
"French",95,"faut","must"
"French",96,"sa","its"
"French",97,"êtes","are"
"French",98,"été","summer"
"French",99,"ta","your"
"French",100,"fais","do"
"French",101,"avoir","have"
"French",102,"peut","can"
"French",103,"autre","other"
"French",104,"m","m"
"French",105,"encore","yet"
"French",106,"maintenant","Now"
"French",107,"peu","little"
"French",108,"mes","my"
"French",109,"vraiment","really"
"French",110,"temps","time"
"French",111,"notre","our"
"French",112,"toujours","always"
"French",113,"vie","life"
"French",114,"sans","without"
"French",115,"juste","just"
"French",116,"oh","oh"
"French",117,"avait","had"
"French",118,"accord","agreement"
"French",119,"vu","seen"
"French",120,"monde","world"
"French",121,"quelque","some"
"French",122,"fois","times"
"French",123,"aller","go"
"French",124,"trop","too"
"French",125,"viens","just"
"French",126,"crois","think"
"French",127,"dieu","god"
"French",128,"dois","have"
"French",129,"homme","man"
"French",130,"père","father"
"French",131,"sûr","secure"
"French",132,"aux","to"
"French",133,"leur","their"
"French",134,"avant","before"
"French",135,"étais","was"
"French",136,"besoin","need"
"French",137,"femme","wife"
"French",138,"aime","love"
"French",139,"personne","anyone"
"French",140,"avais","had"
"French",141,"chez","at"
"French",142,"vrai","real"
"French",143,"ans","years"
"French",144,"mal","wrong"
"French",145,"ses","its"
"French",146,"parler","speak"
"French",147,"vos","your"
"French",148,"après","after"
"French",149,"mort","death"
"French",150,"veut","wants"
"French",151,"eu","had"
"French",152,"sera","will"
"French",153,"bonne","good"
"French",154,"parce","because"
"French",155,"mieux","more"
"French",156,"petit","small"
"French",157,"voilà","here"
"French",158,"tes","your"
"French",159,"ca","ca"
"French",160,"dis","say"
"French",161,"beaucoup","a lot"
"French",162,"depuis","from"
"French",163,"doit","must"
"French",164,"vois","see"
"French",165,"mère","mother"
"French",166,"vas","going"
"French",167,"monsieur","Mr."
"French",168,"quel","what"
"French",169,"déjà","already"
"French",170,"fille","girl"
"French",171,"gens","people"
"French",172,"donc","therefore"
"French",173,"jour","daytime"
"French",174,"soir","evening"
"French",175,"autres","other"
"French",176,"ii","ii"
"French",177,"toute","any"
"French",178,"bonjour","hello"
"French",179,"ll","ll"
"French",180,"maison","home"
"French",181,"nom","name"
"French",182,"argent","money"
"French",183,"nos","our"
"French",184,"ouais","yeah"
"French",185,"pense","think"
"French",186,"merde","shit"
"French",187,"nuit","night"
"French",188,"papa","Dad"
"French",189,"cela","that"
"French",190,"salut","hi"
"French",191,"cet","this"
"French",192,"avons","have"
"French",193,"reste","remains"
"French",194,"désolé","sorry"
"French",195,"maman","mom"
"French",196,"peur","fright"
"French",197,"arrive","arrives"
"French",198,"seul","only"
"French",199,"vite","quickly"
"French",200,"prendre","have"
"French",201,"regarde","look"
"French",202,"air","air"
"French",203,"soit","or"
"French",204,"trois","three"
"French",205,"quelle","what"
"French",206,"passé","past"
"French",207,"savoir","know"
"French",208,"plaît","Please"
"French",209,"choses","things"
"French",210,"moins","less"
"French",211,"fils","son"
"French",212,"entre","between"
"French",213,"bas","low"
"French",214,"appelle","calls"
"French",215,"passe","Password"
"French",216,"ah","ah"
"French",217,"tête","head"
"French",218,"demain","tomorrow"
"French",219,"grand","great"
"French",220,"arrête","stop"
"French",221,"faites","made"
"French",222,"voulez","want"
"French",223,"hé","hey"
"French",224,"attends","wait"
"French",225,"hein","huh"
"French",226,"enfants","children"
"French",227,"assez","enough"
